date,count,sum,high_user_ratio,high_user_ratio_smooth
2025-02-02,162,103,0.6358024691358025,0.5933220774006683
2025-02-03,163,96,0.588957055214724,0.6046817462120804
2025-02-04,164,89,0.5426829268292683,0.5891474837265983
2025-02-05,165,95,0.5757575757575758,0.5691325192671894
2025-02-06,161,92,0.5714285714285714,0.5632896913384718
2025-02-07,162,100,0.6172839506172839,0.5881566992678104
2025-02-08,159,100,0.6289308176100629,0.6058811132186395
2025-02-09,160,108,0.675,0.640404922742449
2025-02-10,158,100,0.6329113924050633,0.6456140700050421
2025-02-11,161,102,0.6335403726708074,0.6471505883586236
2025-02-12,162,103,0.6358024691358025,0.6340847447372245
2025-02-13,163,94,0.5766871165644172,0.6153433194570092
2025-02-14,162,99,0.6111111111111112,0.6078668989371104
2025-02-15,165,104,0.6303030303030303,0.6060337526595196
2025-02-16,162,107,0.6604938271604939,0.6339693228582118
2025-02-17,163,99,0.6073619631901841,0.6327196068845695
2025-02-18,174,47,0.27011494252873564,0.5126569109598046
2025-02-19,182,53,0.29120879120879123,0.3895618989759037
2025-02-20,182,52,0.2857142857142857,0.2823460064839376
2025-02-21,184,53,0.28804347826086957,0.2883221850613156
2025-02-22,185,51,0.2756756756756757,0.2831444798836104
2025-02-23,182,56,0.3076923076923077,0.2904704872096177
2025-02-24,183,48,0.26229508196721313,0.2818876884450656
2025-02-25,168,83,0.49404761904761907,0.3546783362357134
2025-02-26,168,94,0.5595238095238095,0.43862217017954735
2025-02-27,171,85,0.49707602339181284,0.5168824839877472
2025-02-28,169,95,0.5621301775147929,0.5395766701434718
